"code","iso","country","UWD.ind.1995","UWD.ind.1996","UWD.ind.1997","UWD.ind.1998","UWD.ind.1999","UWD.ind.2000","UWD.ind.2001","UWD.ind.2002","UWD.ind.2003","UWD.ind.2004","UWD.ind.2005","UWD.ind.2006","UWD.ind.2007","UWD.ind.2008","UWD.ind.2009","UWD.ind.2010","UWD.ind.2011","UWD.ind.2012","UWD.ind.2013","UWD.ind.2014","UWD.ind.2015","UWD.ind.2016","UWD.ind.2017","UWD.ind.2018","UWD.ind.2019","UWD.ind.2020","UWD.ind.2021","UWD.ind.2022"
36,"AUS","Australia",79.8114980415969,80.1221528348716,80.6276001800544,81.1459204456779,81.5966544484502,82.1171427756404,82.5796583650496,82.1894286413936,81.5655903098716,81.0816597965901,80.7139256574323,80.2885881974209,80.2428524654771,80.3712988557475,80.5193383467738,80.6283990791328,80.3313670725766,80.2416065399015,80.2765959834946,80.2447635356215,80.2809141379724,80.3651485514654,80.5209216879881,80.7960346237862,81.1773278851282,81.1773278851282,81.1773278851282,81.1773278851282
40,"AUT","Austria",89.7808595778329,92.0359901826358,94.3093423112913,96.4702930780305,98.4822357310427,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
31,"AZE","Azerbaijan",22.3233192747894,22.8400179217481,23.2408895744734,23.5639902586514,24.4224947450663,25.5388749223678,27.6384983297926,30.0462054452971,32.4013420238278,34.4283454972469,36.9245946806818,39.1538668413732,41.1713751713966,42.7121811572975,43.934244621504,44.9407432894262,45.423050758213,45.8113152290284,45.9388162027735,46.0853877832799,46.1471553194349,45.9887097458538,45.9890382412202,46.2596433764671,46.5202734636602,46.5202734636602,46.5202734636602,46.5202734636602
44,"BHS","Bahamas",43.9509310787714,44.4405055057899,44.9890048311226,45.6633744133274,46.2801159606513,47.0103341103187,47.5445806431934,47.8515216264417,47.4694622328327,47.65497901796,47.8139135389776,47.914430209476,48.0548626988554,48.1363712345622,48.1778118122791,48.2356313184417,48.3253877046313,48.3293662169203,48.3579156791856,48.2448502032005,48.2584689086609,48.0549305127041,47.8525416287912,47.8253022578835,47.8464786505751,47.8464786505751,47.8464786505751,47.8464786505751
48,"BHR","Bahrain",48.8376435492016,48.8913500662208,48.6598834428823,48.5036511031809,48.2257483873852,48.2204546543486,48.446044142676,48.4414283851316,48.2982266845693,48.3578496923986,48.4569027099285,48.54363686974,48.7032506089673,48.8880449414741,49.0887913503776,49.209529081665,49.3036130589258,49.345634086625,49.4313760757599,49.5832474270092,49.6978917886829,49.6243605850233,49.6207074301124,49.8490559804612,50.0544080941434,50.0544080941434,50.0544080941434,50.0544080941434
50,"BGD","Bangladesh",6.89379935432413,8.25283808919721,9.66465648052977,11.0384037014296,12.3139358304926,13.3324214992068,14.4266987109458,15.3240381301652,16.2994227475446,17.231914496082,17.9432479435682,18.6613625511998,19.4912545886384,20.6225687184332,21.4510485713632,22.2397958864376,23.1790679015105,24.0461765005458,24.555331750525,24.9965031231188,25.3507078601204,25.6092932664687,25.7105859742666,26.3352599283369,26.9072872410386,26.9072872410386,26.9072872410386,26.9072872410386
52,"BRB","Barbados",46.9094963249538,47.2275932670236,47.5393170730259,47.8541503785454,48.1786162805849,48.4135210921383,48.717456495158,48.7145831404272,48.6103833221353,48.645005344801,48.6044838580195,48.5690219041722,48.5586408670107,48.5639274953463,48.5428514998796,48.5593882674025,48.6662241117775,48.8499849036348,48.8362898368909,48.7667502010225,48.7064054576249,48.4368340069492,48.1034435924942,47.9332260167592,47.7730460575251,47.7730460575251,47.7730460575251,47.7730460575251
112,"BLR","Belarus",50.3453490564378,50.634273362582,50.7585087685464,50.8056346282636,51.0728803519359,51.9466521099846,52.6453062957226,53.7686151247446,54.6765641022524,55.5729900135755,56.3804505196544,57.1982467179472,57.9387714177354,58.6806095909625,59.2440642759292,59.7740201115012,59.8194900416581,59.8046791799572,59.8680412887711,60.0513412276361,60.2581493475984,60.3669711639777,60.4773670898525,60.6370249292978,60.7492937023039,60.7492937023039,60.7492937023039,60.7492937023039
56,"BEL","Belgium",89.6469891997008,90.3186460498437,90.7450879124853,91.0321032229599,91.2791579983854,91.39849244045,91.5850910269878,91.1894712248693,90.7251076792233,90.4275049854192,90.2040242899484,90.1589871582501,90.1426003976087,90.0696352055677,90.104996953555,90.2824146773976,90.5658634821285,90.9256009575454,91.1109393163358,91.4515268533676,91.582708624454,91.8112270700757,92.0513780790646,92.4647102158376,93.0471468358789,93.0471468358789,93.0471468358789,93.0471468358789
84,"BLZ","Belize",30.8224367487471,30.9680902213537,30.9948846221309,31.4209443861305,32.2903931456553,33.2458402374594,34.3106248046454,35.1981735343235,35.6408953044665,36.036420339812,36.3020948330873,36.594096601647,36.9881136095516,37.4152491225008,37.654491343484,37.925661820725,38.3168276966194,38.8755440657886,39.1502690957239,39.2845664056202,39.4309163381297,39.4538849207864,39.4858872359624,39.5430441848482,39.6274314709418,39.6274314709418,39.6274314709418,39.6274314709418
204,"BEN","Benin",1.04611483402003,1.16534148560443,1.85132872980078,2.26904548455127,2.72916767864425,3.26905911657613,4.09743978731237,4.46231576776688,5.25213780969592,5.79076899462466,6.6535040170081,7.31469081742698,8.03530907947719,8.63948953333833,9.05953359181255,9.49542109753412,9.97098134283077,10.2292954929068,10.5664982026028,11.0041601637322,11.0018151388298,11.2360642521332,11.4698669535793,12.8457404403137,13.6164329111305,13.6164329111305,13.6164329111305,13.6164329111305
60,"BMU","Bermuda",49.2498937174385,49.4012892219664,49.5482350102939,49.7180003498931,49.7909191284961,49.8413460629001,49.9013585731582,49.8686277740073,49.7983628697024,49.7394868401282,49.6565704761668,49.6205472552007,49.6077240092588,49.5851461038379,49.589755878427,49.5918884517778,49.5754637443389,49.5513719756407,49.501087849608,49.4560478672779,49.4081865866654,49.241710369019,49.0861775568919,49.0166676175998,48.9715692937767,48.9715692937767,48.9715692937767,48.9715692937767
64,"BTN","Bhutan",11.1115088104226,11.9232192489274,12.8218551149907,13.9031893371812,15.6805091319751,16.4695152825061,17.5892932293575,19.1235382324638,20.2702448546312,21.6698547925235,23.2774407177312,24.7275235443258,24.6344974710429,25.5895331519136,26.5983190050205,27.4246991954669,28.0618211097024,28.7810082616317,29.2248126217392,29.6126422160251,30.1066217406399,30.485223194161,30.6784115864151,31.0838915105383,31.5391948512646,31.5391948512646,31.5391948512646,31.5391948512646
68,"BOL","Bolivia",19.0711357755351,19.6796612922585,21.0272650244443,21.8312572321696,22.5375467895313,23.6758893819455,24.7591591572271,25.9251532405284,27.0525702935924,28.1948454076855,29.1027914598184,30.1794349242805,31.2055811922788,32.1005094069862,32.8514102244079,33.717918514807,34.5776787982067,35.2995032946103,35.8025588321748,35.697808570394,36.3801866485181,37.2125511942331,37.2851104136356,37.8508218037251,38.4685191173045,38.4685191173045,38.4685191173045,38.4685191173045
70,"BIH","Bosnia and Herzegovina",45.6724058545266,46.4705262006172,47.5664879874322,48.6415022234907,49.5657640306135,50.2852768280711,51.005411712697,51.6006026562464,52.1368967933568,52.5185685493033,52.7069465538898,53.0647871994494,53.5901882439392,54.1231785713584,54.671147090493,55.2610349797928,55.4232072250286,55.4600756887825,55.5179805718264,55.8287154518139,56.0567525327389,56.1687911423536,56.3965551999758,56.7778437563973,57.271017201282,57.271017201282,57.271017201282,57.271017201282
72,"BWA","Botswana",7.14700437918566,7.60772136207606,8.02879752495116,7.78304623580898,7.91729414331128,8.07843684506618,8.31970972092772,8.85105573293659,9.640451275527,10.3190623716505,10.8242991308537,5.56643831690606,12.5738850489622,13.4364960519316,14.1047613151886,14.8509695353231,15.5848542320737,16.4051029994678,17.2684387135845,17.8593589396098,18.4432166901546,19.0227199048647,19.1775578924992,19.7530067944294,20.2494854540692,20.2494854540692,20.2494854540692,20.2494854540692
76,"BRA","Brazil",20.7220481611163,22.0168259695001,23.2995275305687,24.3892960533769,25.7047363753388,27.1409188007592,28.1985691078392,29.1541015531849,30.1186927272374,31.1286175286932,32.1329674975942,33.4292078906109,34.7224914338335,36.0433301342886,37.3120013992586,38.5176271435513,39.5640214325124,40.4864104353762,41.3506149440902,42.3929789626299,43.1586295022713,43.6743290867199,44.1868036647378,44.6577475276374,45.2251646704775,45.2251646704775,45.2251646704775,45.2251646704775
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",75.4404117738979,76.0659728500198,76.6111996910582,77.397543664432,78.1147674216531,78.8197157089378,79.8349623887922,80.1112540968673,80.1727618052207,80.2501538080239,80.2322446746604,80.0759538306411,79.9814895215443,79.8668451071647,79.5686677514798,79.2863113615472,78.7122882381445,78.3461235750177,78.1702857399586,78.1351583949791,78.2512079809543,78.4323502004819,78.8134139500139,79.3292602672022,79.9006561867614,79.9006561867614,79.9006561867614,79.9006561867614
100,"BGR","Bulgaria",51.0584111639059,51.3519734893646,51.3249715640341,51.7352220743098,52.0013551928758,52.2017717727801,52.8257627924061,53.0307347752434,53.4444920766022,53.6478298398054,53.8485791612817,54.2396715291973,54.7151393730071,55.1414574309412,55.7174304298081,56.2800676277094,56.455995526026,56.439998068805,56.3331198608781,56.4859785704359,56.9825960343179,57.182455391453,57.3343156826903,57.6279291218928,57.9650005156109,57.9650005156109,57.9650005156109,57.9650005156109
854,"BFA","Burkina Faso",0,0,0,0,0,0,0,0,0,0.741823277825972,1.41408597270683,2.04529326100254,3.02268703672549,3.49966230969484,4.19178091293149,4.92092731213043,5.58464059790724,6.08067195889107,6.60187992146339,7.00334215394629,7.02235432917077,6.83758589397866,6.75081014700166,7.23509433634145,7.92544906677574,7.92544906677574,7.92544906677574,7.92544906677574
108,"BDI","Burundi",0,0,0,0,0,0,0,0,0,0,0.0102429198356759,0.508043034657391,1.14045806361462,1.97918951837592,2.53401542608269,2.42072389014045,2.5162999024563,2.62050025234649,2.86873835333446,3.02653546766741,3.55074700631701,4.45457924086044,5.09894482940942,4.98571701184103,5.363588627067,5.363588627067,5.363588627067,5.363588627067
132,"CPV","Cabo Verde",2.29352488737912,13.2607334483014,15.5560188083277,17.256507663696,18.5872711208956,19.8620440957458,21.0102207337807,22.1319237205522,23.3875978397422,24.6149200793245,25.8298758525169,26.8345293459123,28.0035380180855,29.1467984072426,30.1421544479834,30.9017725821149,31.7003209754616,32.2589529205709,32.6866322601373,33.0224642226651,33.5232615361816,33.8252569487704,33.9431270206625,33.9529991826205,34.5164690466014,34.5164690466014,34.5164690466014,34.5164690466014
116,"KHM","Cambodia",9.99875623323398,10.7471603096365,11.3907960531807,12.0326198221165,12.8768070392331,14.1247891631375,15.422399825646,16.5134463004626,17.7837496020577,19.1356953264705,20.5748761264869,21.966104929209,23.3313120846695,24.6732975192355,25.8717749372493,26.9121689535947,27.9627151151641,28.7756205570559,29.7103183653216,30.337839169564,30.9287510288989,31.5065944702216,31.8670737382577,32.6263412649317,33.3323470339981,33.3323470339981,33.3323470339981,33.3323470339981
120,"CMR","Cameroon",0,0,0,0,0,0,0,0,0,0,0,0,0,0.42461025703777,1.06557807499598,1.27714927743453,1.80552837466217,2.9331367203133,3.33907959272774,4.11760536453897,5.13466560689848,5.01013692491908,5.48300073912291,6.55613833429931,7.49470946292048,7.49470946292048,7.49470946292048,7.49470946292048
124,"CAN","Canada",81.114689968939,81.3864741082504,81.6459049941911,81.8272962478932,81.9228947855845,81.7466480037654,82.8735651402826,83.8104367191599,84.6239677194351,85.3905560825225,86.2270970989014,86.5894740253429,86.9720753948934,87.607142823238,88.3415447855297,89.1908193911647,89.4532039972256,89.7913512737036,90.1134507934093,90.350518508807,90.5779601647595,90.5081370392245,90.4657244455715,90.6335169211557,90.9391608869189,90.9391608869189,90.9391608869189,90.9391608869189
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,"TCD","Chad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,"CHL","Chile",54.7966895808252,55.4837506458338,56.3662042779289,57.093337883715,58.0070162321706,58.9871384874545,59.9448304334143,60.9455079927038,61.5792341602311,62.2374547031332,62.8347228069204,63.2981083212191,63.6280794973553,63.8662847857115,64.1042662286185,64.4578039511216,64.8658174327346,65.2794514521026,65.5194659278689,65.7408656616323,66.1304290547907,66.4583912969128,66.7106624794996,66.8576175454742,66.8280028529344,66.8280028529344,66.8280028529344,66.8280028529344
156,"CHN","China",34.331983350583,35.2351375880836,36.3073614582067,37.1908174550586,38.2448063478007,39.3431850925575,40.6127360078044,41.9474546816838,43.2999371798963,44.7739377669291,46.4791468833549,48.386601689617,50.2132371821338,51.8280191806883,53.1888271162703,54.5047739873959,55.5638316411366,56.433316021755,57.1298843805758,57.7399620101312,58.1557592712256,57.6781231700911,57.4107445984309,57.977010676127,58.4022498323473,58.4022498323473,58.4022498323473,58.4022498323473
170,"COL","Colombia",31.2012531433235,32.1698788139084,33.493778655795,34.7748792937716,35.7970775075186,36.92690487478,37.9168819068087,38.1646995535627,38.8775524446336,39.8022278269439,40.8473389418542,41.8032631093862,42.797668792733,43.7764085987173,44.8581734401061,46.0532437016232,47.1025656578149,47.7186491284719,48.1119378775107,48.5178001818136,48.8778262952272,49.3094120701479,49.5169585796345,49.7927452232463,50.0731973792184,50.0731973792184,50.0731973792184,50.0731973792184
174,"COM","Comoros",1.6108019612322,1.76267373324318,1.87702166182669,1.30586928232711,2.08128290529157,0.727498771190781,3.32057109241812,3.16151640555469,5.2464866380311,5.93704072413344,6.57114215334248,7.85620179284261,6.76385615153815,8.24925156646877,9.78149873741404,11.5840434890783,11.9168530821282,12.9216470409052,13.4627487935185,12.2376474841344,12.6038301805515,13.0905210902909,13.3292807828576,14.4626346354024,15.4180995728608,15.4180995728608,15.4180995728608,15.4180995728608
184,"COK","Cook Islands",44.5156331128877,44.6141486248075,44.7834081853332,44.8432953408474,44.9034696841217,45.0615796757777,45.1269948796403,45.2559469554542,45.451225292095,45.6425261488945,45.8207756331235,45.856017577275,45.8730882631768,46.0347083988487,46.0179796326981,45.9958530267976,45.9897325114794,46.0338184853092,46.0836096672952,46.0853319110656,46.0082918416653,45.6851812279971,45.3503061902822,45.2412686416753,45.1947034407241,45.1947034407241,45.1947034407241,45.1947034407241
188,"CRI","Costa Rica",44.7911371237775,45.4953477174235,45.6999759180332,46.5204191991801,47.4357805534781,48.5195315516357,48.656932200572,49.3356466147101,49.9083716028176,50.4987484379343,51.2033541038218,51.6687027616669,52.058757767358,52.5141880981726,52.6767668543892,52.4438733399741,52.8025458694783,53.133693224885,53.5893746885961,53.922213136191,54.344163259821,54.433908847058,54.6488646328914,54.9927622272213,55.3102336120331,55.3102336120331,55.3102336120331,55.3102336120331
384,"CIV","Cote d'Ivoire",3.28016851944508,3.62733437153568,3.90466641798999,4.2522285634866,4.71529164092455,5.32873724628568,6.10368413164689,7.07304502137842,7.86927323342655,8.42763327594361,8.99851183149008,9.03227746588819,9.72694895979008,10.4843901934427,11.1276811685738,11.8387708157492,12.6286880634223,12.7395996929653,12.7560608602208,13.003273578942,13.2553147173776,14.1341730355202,14.9653446948408,15.9072141539484,17.0098494269634,17.0098494269634,17.0098494269634,17.0098494269634
191,"HRV","Croatia",55.8041111649561,56.1687015560179,56.5087379911701,57.0075089949327,57.4414470735619,57.8660115831465,58.3567017274552,58.8466886569017,59.3240461751261,59.6579121580207,59.9358325553238,60.4969726352766,61.0510928395684,61.5910243114684,62.1117047239404,62.5190037406845,62.4954544434376,62.4892303942688,62.3470449633419,62.4376420136131,62.5533322999998,62.6689744123045,62.9513419542693,63.1518770761796,63.2916881647967,63.2916881647967,63.2916881647967,63.2916881647967
192,"CUB","Cuba",39.8686558282232,40.7280059169359,41.3033083260112,41.7788090443472,42.4255453791945,43.1563999921776,43.7280006968514,44.2031936520906,44.5277016245451,44.8194360317461,44.8799351239148,45.3423188719306,45.513009380754,45.5201193277571,45.5587567776996,45.5689465572076,45.6715466903446,45.539801896529,45.6815112695992,45.753896540049,45.8719900606546,45.9967284591128,45.8809981434686,45.9664201989261,46.0151069706241,46.0151069706241,46.0151069706241,46.0151069706241
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",84.4720377859979,85.3257487734136,86.4274609863517,87.575054163936,88.6011739603267,89.4972109959934,90.2758380682428,90.5131925519078,90.6695127723802,90.7181202561303,90.7386551362088,90.798531602972,90.8461038130322,90.8778479498667,90.8874953849037,90.8666251086134,90.8039627366726,90.791361233939,90.6994171559945,90.6651618317906,90.6786451234805,90.8046880853228,91.0722174198666,91.3555374437552,91.735261833988,91.735261833988,91.735261833988,91.735261833988
203,"CZE","Czech Republic",62.0640333930787,62.6944787278123,63.1194643657654,63.5615412326089,63.9938437877238,64.4132733792871,64.7746796252787,65.0560048703487,65.0255998192259,64.9880834992358,64.9144978546436,65.1405627460193,65.2919721070218,65.3926906192352,65.4872686202569,65.5032264372091,65.0010632857332,64.4923277824794,64.0552608731166,63.92455932651,63.834605499848,63.8918297880067,64.1841123243826,64.6744366686967,65.1522709897912,65.1522709897912,65.1522709897912,65.1522709897912
180,"COD","Dem. Rep. Congo",3.20553230713404,2.28303199271733,1.43441103082084,0.386288064231849,0.147756668787309,0,0.224810701842884,0.660347753781068,0.976599542945436,1.65110627420098,2.04185060239736,2.33797638182413,2.55077277604362,2.91286393231206,3.25861938039442,3.86165559549492,4.53421711617544,5.36411793858706,6.41788762782457,7.41215209474259,8.52115217836112,9.61395914147813,10.8198538715587,12.128132826905,13.3632393797434,13.3632393797434,13.3632393797434,13.3632393797434
208,"DNK","Denmark",93.0347172443826,93.7356377432085,94.3894157853453,94.9405415372249,95.2417366160017,95.6022630340814,95.8706119815039,95.4646187901029,95.2478681855396,95.0562791332531,94.8455163994491,94.6173422845094,94.3852415784265,94.2871938644558,94.0841346505091,93.9613810245612,94.04050472211,94.251307823403,94.4154523736335,94.6320999521258,94.919640445192,95.1591176511434,95.3881054289117,95.6113456020779,95.8384838509772,95.8384838509772,95.8384838509772,95.8384838509772
262,"DJI","Djibouti",0.500703727284957,1.41154761730171,1.95711161549993,3.04101566033582,3.9016333025146,4.6153816785739,5.74090403785347,7.07245223337327,8.26597059972771,8.87618033679742,10.3225018428865,10.8465450840644,11.4270771445306,12.3461899188613,13.1623549341986,13.1283844270494,14.0974691897758,14.5626138403725,14.9272600027799,15.9796985776383,16.4163148722177,16.5716015231362,16.8078845331503,17.5017218140345,18.1757635657477,18.1757635657477,18.1757635657477,18.1757635657477
212,"DMA","Dominica",40.349242387664,40.747655131927,41.1200124920893,41.4742568948952,41.9671454667327,42.4425054173835,42.9205586696843,43.1644527645031,43.3826024246994,43.5345446317208,43.6777345387474,43.7149577971911,43.6736811844315,43.768043013918,43.7271188120413,43.7584242274437,43.7469310687701,43.7961401388812,43.8379559423502,43.8967354844674,43.9579964157489,43.8042627494314,43.5650586490348,43.4801487322916,43.476140252508,43.476140252508,43.476140252508,43.476140252508
214,"DOM","Dominican Republic",15.9332806485481,17.2337643934953,18.35425673239,19.5851959172655,21.0252592298165,22.2094210193546,23.821334131474,25.3870858530741,26.4825555659315,27.4057561430078,28.6116778040023,30.0232101836992,31.2306455853984,32.3645685157107,33.0639101721784,33.4411376730534,31.7936243330315,31.2909903102189,33.3760231002281,34.1564743773534,34.2104712064983,34.0742997473899,34.6016981900419,34.8674105833909,35.223220279351,35.223220279351,35.223220279351,35.223220279351
218,"ECU","Ecuador",25.9215387391373,26.9284692923855,28.3016052680287,29.6179977574397,31.0377547933669,32.3143766434858,33.4859785291121,34.0889776301162,34.7200842415717,35.4240022384118,36.3527569182582,37.5450216381106,39.0585565766402,40.1820031867091,41.097656567146,41.9596486885852,43.1652248594688,44.2030673271059,44.974415505123,45.4713138344526,45.8715201594925,46.1892444176219,46.3009439787922,46.511975188965,46.691300732517,46.691300732517,46.691300732517,46.691300732517
818,"EGY","Egypt",17.4279643798378,18.8099901378634,19.8203408233777,20.6519721311398,21.6313818615939,22.9231700717794,23.8405721201182,24.6401582591585,25.3404083812208,26.469168757589,27.4261284073764,28.2444033142749,28.3153374980314,28.6699461399064,29.2828344777183,29.9220333011822,30.3795778248067,30.6979230307515,30.588352293825,31.4633271201852,32.3739701578267,33.7937962111493,34.7961516269497,35.8153506765056,36.7118144789115,36.7118144789115,36.7118144789115,36.7118144789115
222,"SLV","El Salvador",17.9646636809321,19.1366771077752,20.4282425509852,21.8920222126729,23.6792581768841,25.5178481670152,27.2929639839174,28.8626201439452,30.3078067064829,31.6274054933616,33.0280415115447,34.5197535812889,35.7517841844472,36.6867215869427,37.2090370984755,37.8883366710835,38.4000033558001,38.8802944884204,39.2021357561878,39.4540529573521,39.7658031015203,40.0162596052045,40.1068697329968,40.4545849577436,40.7871456658903,40.7871456658903,40.7871456658903,40.7871456658903
226,"GNQ","Equatorial Guinea",0,0,0,0,0.959516596733408,4.09920440550043,6.87636420212372,9.48456649211093,11.85694649249,13.6762071908388,14.3704744503808,16.7849776969318,18.4083205592261,20.1240746107839,21.1907733065491,22.5677652318487,23.6690069379711,25.0166147153238,26.2327157063775,27.1735961446839,28.114211706386,28.620474263765,28.9139008224762,29.3418307664596,29.6045487209246,29.6045487209246,29.6045487209246,29.6045487209246
232,"ERI","Eritrea",0,0,0,0,0,0,0,0,0.222195466414775,0.245774375107857,0.590302213474004,0.908925972029621,1.18024099615248,1.39596943158023,1.89842922999586,2.08033076941544,2.50987652090338,2.99930681739552,3.20594595340128,3.90932469246624,4.25871819454564,4.62042751224509,5.06476955445851,5.83137105392377,6.39791145026625,6.39791145026625,6.39791145026625,6.39791145026625
233,"EST","Estonia",55.8243626222452,56.2597144389405,56.3069444009437,56.489204187169,56.6334699122643,57.1106724788409,57.4538224255806,57.5249200948,57.7342770725734,58.0023506708125,58.0509822564871,58.2088425259229,58.2156138050415,58.4290402298266,58.5098379507223,58.6298988894667,58.7447115161438,58.7022425928077,58.7087836780207,58.8155694879498,58.8714380887385,58.8139996543245,58.8236333529757,58.9837984723963,59.1532912325347,59.1532912325347,59.1532912325347,59.1532912325347
748,"SWZ","Eswatini",6.59219236829395,6.48088132048957,6.33931963538711,6.07321835462771,5.8437689571135,5.16191610589104,3.97445150895504,5.33368173415754,4.9158459826026,4.82355585872006,5.21900572767157,5.51416331841888,5.68738968546103,5.94494338574879,6.26188028039093,6.83277244001755,7.54561647098794,8.32798188178357,9.09466157816924,9.64245718320215,10.4700500980037,11.0507923626044,11.2572379454541,11.8010988060114,12.2438089382869,12.2438089382869,12.2438089382869,12.2438089382869
231,"ETH","Ethiopia",0,0,0,0,0,0,0,0,0.24213221800332,1.42822106578839,2.29013305976525,3.09199706485124,3.82627114395899,4.62588613838773,5.43741028801014,6.37100350740138,6.84013570719372,7.52894678623248,8.21332036854929,8.34960392966691,8.88706131440458,9.39710252893254,9.54855545496443,10.318197404132,11.2712402236707,11.2712402236707,11.2712402236707,11.2712402236707
