"code","iso","country","SOE.ind.1995","SOE.ind.1996","SOE.ind.1997","SOE.ind.1998","SOE.ind.1999","SOE.ind.2000","SOE.ind.2001","SOE.ind.2002","SOE.ind.2003","SOE.ind.2004","SOE.ind.2005","SOE.ind.2006","SOE.ind.2007","SOE.ind.2008","SOE.ind.2009","SOE.ind.2010","SOE.ind.2011","SOE.ind.2012","SOE.ind.2013","SOE.ind.2014","SOE.ind.2015","SOE.ind.2016","SOE.ind.2017","SOE.ind.2018","SOE.ind.2019","SOE.ind.2020","SOE.ind.2021","SOE.ind.2022"
48,"BHR","Bahrain",10.2480417917135,10.2480417917135,10.2480417917135,10.2480417917135,10.2480417917135,10.2480417917135,10.2480417917135,10.2480417917135,10.2480417917135,9.74267860138976,9.87229781682542,9.67553767840019,10.3905508963324,10.944912556111,11.7446431220481,9.27674563704693,11.3879049334755,11.01368217752,11.1508427271686,11.1021093159311,10.9526058931571,9.32462551255112,9.02448040468074,9.64721558503051,10.2866297331992,10.2866297331992,10.2866297331992,10.2866297331992
50,"BGD","Bangladesh",32.2463014441108,32.2463014441108,32.2463014441108,32.2463014441108,32.2463014441108,32.2463014441108,32.2463014441108,32.2463014441108,32.2463014441108,30.7853158058388,29.4355900227499,27.2672431617502,27.0466426421212,25.8828293785227,24.0921165229077,24.6232941498832,23.0467648493384,22.3618979870411,21.9721116850958,20.9214283050587,20.6170113054636,20.586851881609,21.3727903049184,19.6684612683601,18.4265863456626,18.4265863456626,18.4265863456626,18.4265863456626
52,"BRB","Barbados",80.9715888684331,80.9715888684331,80.9715888684331,80.9715888684331,80.9715888684331,80.9715888684331,80.9715888684331,80.9715888684331,80.9715888684331,82.6304738633128,79.1857786322243,82.177945781849,83.3043171247234,84.684669180524,85.7047409415125,82.472453124047,84.3019447021838,85.1348255073053,86.2232928910059,87.6414727595099,86.7012141408041,83.6130844764456,90.4570091698796,91.7499912504144,89.872030355738,89.872030355738,89.872030355738,89.872030355738
112,"BLR","Belarus",45.707774508566,45.707774508566,45.707774508566,45.707774508566,45.707774508566,45.707774508566,45.707774508566,45.707774508566,45.707774508566,45.4299452633277,45.5937516320115,46.3888785805216,46.6971309385839,47.4889566524771,47.3895155657151,46.7734915019613,47.7696298844892,48.1229063689312,47.7796869280719,48.2546373016383,48.9029705992653,49.2675126472473,49.7104642866711,49.5420449556546,50.105331923579,50.105331923579,50.105331923579,50.105331923579
56,"BEL","Belgium",26.2804875576884,26.2804875576884,26.2804875576884,26.2804875576884,26.2804875576884,26.2804875576884,26.2804875576884,26.2804875576884,26.2804875576884,28.5120849678428,30.1713780322746,32.3874675518508,33.5952389823153,35.6032786943482,37.2220510905411,39.2628232291277,40.6268216825937,42.1881356527948,43.102963881731,44.2301985554701,46.0220654645874,47.1023988684775,47.9458800793333,49.4139444512628,52.496557289846,52.496557289846,52.496557289846,52.496557289846
84,"BLZ","Belize",75.3496202524325,75.3496202524325,75.3496202524325,75.3496202524325,75.3496202524325,75.3496202524325,75.3496202524325,75.3496202524325,75.3496202524325,78.3891797695524,75.534229737112,79.7498213980092,78.9717635349739,80.3823419712575,80.749667888163,81.0543199612681,79.3884949068969,82.1218181413448,80.8295782460731,80.9152334010175,81.0728316992157,80.9921008084392,82.1995905047712,84.0010912379905,81.7407526151514,81.7407526151514,81.7407526151514,81.7407526151514
204,"BEN","Benin",68.8024621318322,68.8024621318322,68.8024621318322,68.8024621318322,68.8024621318322,68.8024621318322,68.8024621318322,68.8024621318322,68.8024621318322,65.5760500333419,64.2381409189859,64.9364383202765,61.9279735886989,61.5031565389984,63.1522924846341,63.8774483742091,62.8628911019839,62.4823464272777,62.1757023503399,62.1326254202995,60.6125697306088,60.6957874771107,60.7426169963744,60.4699871646294,60.4300770567909,60.4300770567909,60.4300770567909,60.4300770567909
60,"BMU","Bermuda",75.7834070045476,75.7834070045476,75.7834070045476,75.7834070045476,75.7834070045476,75.7834070045476,75.7834070045476,75.7834070045476,75.7834070045476,76.5895176185898,77.3514551138709,77.7371820186784,79.4524988263765,79.7326331070761,79.9608751601991,81.574321535049,81.9133248399646,81.649621116656,82.7290339261001,82.2378148099029,82.2179465107691,82.2905376709958,87.9741302694675,89.2867924437172,88.8741358703718,88.8741358703718,88.8741358703718,88.8741358703718
64,"BTN","Bhutan",55.7546197250964,55.7546197250964,55.7546197250964,55.7546197250964,55.7546197250964,55.7546197250964,55.7546197250964,55.7546197250964,55.7546197250964,54.3991403694766,52.7647462157858,51.3139020034065,50.8417057777583,49.7467813170644,47.9947171059226,47.5958607367442,46.5765043578068,45.7687638088417,45.4111762700234,44.4123673589556,44.5790328822,43.8873935482791,43.8019847163911,43.3922805933967,42.3239394759955,42.3239394759955,42.3239394759955,42.3239394759955
68,"BOL","Bolivia",87.7158306282261,87.7158306282261,87.7158306282261,87.7158306282261,87.7158306282261,87.7158306282261,87.7158306282261,87.7158306282261,87.7158306282261,86.9859150364858,87.6657497904194,90.3848286570008,88.2764363272561,90.3215188055275,93.336544535264,87.5248120011716,90.0052150953184,94.4826902148736,95.1458921351393,95.7199918543504,96.3137071888904,91.5284163915081,94.8274053994434,95.6696631573967,93.6230476638143,93.6230476638143,93.6230476638143,93.6230476638143
70,"BIH","Bosnia and Herzegovina",10.8382370922731,10.8382370922731,10.8382370922731,10.8382370922731,10.8382370922731,10.8382370922731,10.8382370922731,10.8382370922731,10.8382370922731,11.6765204303745,10.9684095513094,12.729818190711,15.1855179738742,17.2759874039855,20.3097485361908,23.5383047749182,23.3610546822601,24.6367363029726,26.0575209161485,26.61313470676,27.266298523533,28.3456979502087,29.1970963771035,29.6445998285537,30.9315692141995,30.9315692141995,30.9315692141995,30.9315692141995
72,"BWA","Botswana",46.5625865193843,46.5625865193843,46.5625865193843,46.5625865193843,46.5625865193843,46.5625865193843,46.5625865193843,46.5625865193843,46.5625865193843,46.5049605335474,46.4647973169908,45.7243264717097,45.6286020987216,45.3201545638012,46.1805138560744,44.7706554423927,44.9687494263265,45.8774156832399,45.9390751751018,45.5646247501224,45.8931190965122,45.8510964513924,45.7833901789884,46.2654399752021,45.0934359107101,45.0934359107101,45.0934359107101,45.0934359107101
76,"BRA","Brazil",35.612109457739,35.612109457739,35.612109457739,35.612109457739,35.612109457739,35.612109457739,35.612109457739,35.612109457739,35.612109457739,36.8309220497005,37.6183748628507,38.0126269280862,38.7613493510425,39.8146514250456,40.6344586050131,41.8163813393458,41.4825373244513,41.7241296421326,42.3918518323936,42.4686782463106,42.1707673927047,43.0305116655899,43.4277713207109,43.3069697714841,42.781067947689,42.781067947689,42.781067947689,42.781067947689
92,"VGB","British Virgin Islands",82.3175024578908,82.3175024578908,82.3175024578908,82.3175024578908,82.3175024578908,82.3175024578908,82.3175024578908,82.3175024578908,82.3175024578908,84.9107755172837,82.9003749732927,82.8142967194691,82.410004909813,85.9448240336201,84.1351969549013,82.9566589304348,85.2451510610429,84.3662257539821,86.2319677699799,84.7700389804015,83.9470648462145,83.503412016142,87.4804924659293,88.9718981470618,87.2216942868364,87.2216942868364,87.2216942868364,87.2216942868364
96,"BRN","Brunei Darussalam",56.7118040784072,56.7118040784072,56.7118040784072,56.7118040784072,56.7118040784072,56.7118040784072,56.7118040784072,56.7118040784072,56.7118040784072,58.3834751616464,55.4812364077132,58.281372929216,58.972903952468,58.5370808457579,51.9243424803667,55.7936017348372,54.9378120021746,54.5120159811533,55.6505840744312,55.8526663357264,54.947584773394,52.9833746628196,58.0087640745128,55.7316026963203,54.5028826681329,54.5028826681329,54.5028826681329,54.5028826681329
100,"BGR","Bulgaria",0,0,0,0,0,0,0,0,0,0,0,0.852281389685729,2.9609653099007,4.94840938755766,7.16023999688062,10.4709703766599,10.3224977942472,10.915059707779,11.6976515459697,12.9870002756766,12.8468390297584,13.813224608637,13.6982232358544,15.1286517445562,15.4336552744321,15.4336552744321,15.4336552744321,15.4336552744321
854,"BFA","Burkina Faso",81.518218148055,81.518218148055,81.518218148055,81.518218148055,81.518218148055,81.518218148055,81.518218148055,81.518218148055,81.518218148055,79.1769367996328,79.0090822337865,79.9777619506441,78.9790853908367,79.0757508832485,78.6745618224708,76.8141064002018,77.4542665779734,78.9760501823695,77.7570788368214,77.2790226856319,77.716652399318,76.5998715845853,76.0628540639643,76.0769797598602,75.9796252138956,75.9796252138956,75.9796252138956,75.9796252138956
108,"BDI","Burundi",35.6366859012213,35.6366859012213,35.6366859012213,35.6366859012213,35.6366859012213,35.6366859012213,35.6366859012213,35.6366859012213,35.6366859012213,35.6356422796716,35.1670552802184,35.8778488260895,34.1388551537783,35.2617537654505,35.3418511119999,35.1238525730214,33.8089146954944,32.9952275085397,33.9034677981494,33.7857545860082,34.6038637815223,34.9424862193693,35.045646909402,33.9362976630989,33.2711870974411,33.2711870974411,33.2711870974411,33.2711870974411
132,"CPV","Cabo Verde",83.9220526248591,83.9220526248591,83.9220526248591,83.9220526248591,83.9220526248591,83.9220526248591,83.9220526248591,83.9220526248591,83.9220526248591,82.9957193917889,82.3254138357814,83.0209866172935,83.6973578732705,83.1647976483273,83.4895589439404,83.5801851004095,84.2448865776477,83.2829467106112,84.8004744672828,86.5575648997828,85.3091279809584,86.0909106422361,86.7884550277172,88.337890594511,88.3279568209845,88.3279568209845,88.3279568209845,88.3279568209845
116,"KHM","Cambodia",53.6075714840334,53.6075714840334,53.6075714840334,53.6075714840334,53.6075714840334,53.6075714840334,53.6075714840334,53.6075714840334,53.6075714840334,49.5528996966639,47.8620533165127,47.608285021315,47.4330741539818,47.4414218998566,46.2303768746361,46.0769760299899,46.4167441394491,46.6249240615243,45.5392019588955,45.7030355924309,45.7305298316657,45.6006495976245,46.7859092219085,45.9244207227152,45.440182781345,45.440182781345,45.440182781345,45.440182781345
120,"CMR","Cameroon",49.551290704957,49.551290704957,49.551290704957,49.551290704957,49.551290704957,49.551290704957,49.551290704957,49.551290704957,49.551290704957,49.4114356621417,49.3321735479588,49.4999972916982,49.1417051888237,48.8716581110981,49.176953517653,49.3361850757416,48.9733372802813,48.7831142296079,48.6604297595245,48.6761172837044,48.6017004849046,47.5643388006409,47.7247436525862,47.6540408257434,47.3962506535679,47.3962506535679,47.3962506535679,47.3962506535679
124,"CAN","Canada",24.898425899542,24.898425899542,24.898425899542,24.898425899542,24.898425899542,24.898425899542,24.898425899542,24.898425899542,24.898425899542,26.7276180063698,27.1038434304353,28.8667293753771,30.4315126127525,31.6521533342835,33.503647093922,35.5710951450879,36.0836145766819,36.5385259830222,37.2058231814303,38.0120727203021,38.0181445117098,39.0680731065639,39.5921890574994,40.512391396373,41.0340172709964,41.0340172709964,41.0340172709964,41.0340172709964
136,"CYM","Cayman Islands",72.3107299101814,72.3107299101814,72.3107299101814,72.3107299101814,72.3107299101814,72.3107299101814,72.3107299101814,72.3107299101814,72.3107299101814,74.3735102133584,75.5999789010055,76.4276520994619,76.6511485624388,76.76427709461,77.4487362616942,78.1254011696017,78.474142251232,78.6046217786935,78.3117502961781,77.6704599879156,78.2532884290973,78.9332919424009,83.1739596629017,82.6409791646208,82.4957556265121,82.4957556265121,82.4957556265121,82.4957556265121
140,"CAF","Central African Republic",73.1201906931025,73.1201906931025,73.1201906931025,73.1201906931025,73.1201906931025,73.1201906931025,73.1201906931025,73.1201906931025,73.1201906931025,73.9122342850959,73.3717144547023,74.5712948399202,72.2848596789519,70.803335424243,77.6760373332714,76.8366236180423,74.0599776911283,78.3656539901921,79.4998180495691,75.5499134507779,74.1210653455569,72.6178950071731,76.5935092710087,75.4138042298643,79.2713033093606,79.2713033093606,79.2713033093606,79.2713033093606
148,"TCD","Chad",82.5903706631904,82.5903706631904,82.5903706631904,82.5903706631904,82.5903706631904,82.5903706631904,82.5903706631904,82.5903706631904,82.5903706631904,81.0559351377641,82.1976447254145,82.8833474782559,81.8769824472178,81.7559438979733,85.864274395177,84.1070704262697,83.9795674577622,84.394636239821,84.9578683690947,86.401788899169,86.257387244968,81.9457253449642,85.0911806329297,85.6616805488362,88.0888756029465,88.0888756029465,88.0888756029465,88.0888756029465
152,"CHL","Chile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182846813510565,0.211483255967579,0.136709346548415,0.432894277451609,0.0109415255216021,0.532921048906388,0.37505415398762,0.60684853689483,0,0.222895676343782,0.148572204283241,0.148572204283241,0.148572204283241,0.148572204283241
156,"CHN","China",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,"COL","Colombia",53.0567150668533,53.0567150668533,53.0567150668533,53.0567150668533,53.0567150668533,53.0567150668533,53.0567150668533,53.0567150668533,53.0567150668533,53.3801140731896,54.4687531389501,55.0531501204927,54.9568193640629,55.77246921751,56.1177913627096,56.8080831308283,57.518322393796,56.9260824661014,56.7691975353635,57.0949843121174,56.9238832826801,57.64812432268,57.5355886578817,57.3691342713533,57.6774507287801,57.6774507287801,57.6774507287801,57.6774507287801
174,"COM","Comoros",91.0985274460533,91.0985274460533,91.0985274460533,91.0985274460533,91.0985274460533,91.0985274460533,91.0985274460533,91.0985274460533,91.0985274460533,89.6640774788392,87.445240837365,87.3065361026159,86.9679450324016,87.370123310659,85.8824970200292,87.1292189301878,85.7683706416002,86.1733032320319,85.1263251638518,85.9474242732221,84.2223720053826,84.07985402424,89.7552777245038,89.4059493618616,89.8241560987164,89.8241560987164,89.8241560987164,89.8241560987164
184,"COK","Cook Islands",100,100,100,100,100,100,100,100,100,99.826408992803,100,100,100,100,99.8283126169947,98.7456859095792,99.1686171978128,99.4371666228847,99.3563637184314,99.7980092279448,99.8847226073893,99.8212898736201,100,100,100,100,100,100
188,"CRI","Costa Rica",48.4381713332342,48.4381713332342,48.4381713332342,48.4381713332342,48.4381713332342,48.4381713332342,48.4381713332342,48.4381713332342,48.4381713332342,48.8389293826762,48.8723067084323,49.3297355105106,49.5633982496733,49.5916829778591,49.965949196962,50.6589010938859,49.9205322476534,49.3153738206768,49.8214510992022,50.4869114128957,50.8567499044534,49.7986958159903,51.3840209326918,51.0355819403771,51.3938268354234,51.3938268354234,51.3938268354234,51.3938268354234
384,"CIV","Cote d'Ivoire",72.0464824015461,72.0464824015461,72.0464824015461,72.0464824015461,72.0464824015461,72.0464824015461,72.0464824015461,72.0464824015461,72.0464824015461,72.3624903415884,70.6597720939345,72.0218387018189,69.7025807355326,68.2166061807326,70.1183783889068,70.7302938693359,69.6999220377979,70.2456175901857,69.6761905378463,71.4380138681686,68.9189766621678,68.3228185892571,69.4487459502879,69.2761472444996,69.1605200568749,69.1605200568749,69.1605200568749,69.1605200568749
191,"HRV","Croatia",20.6524057878752,20.6524057878752,20.6524057878752,20.6524057878752,20.6524057878752,20.6524057878752,20.6524057878752,20.6524057878752,20.6524057878752,21.6289340140796,21.3354266981477,22.9145922587852,25.1256090194216,26.8361865146872,29.7916078496246,32.529113618505,32.5546873066029,33.9811629635263,35.1608784042034,35.7239248241552,36.4225143515685,37.4979829194308,38.576810419378,39.068505886871,40.4366361299852,40.4366361299852,40.4366361299852,40.4366361299852
192,"CUB","Cuba",43.8867587305515,43.8867587305515,43.8867587305515,43.8867587305515,43.8867587305515,43.8867587305515,43.8867587305515,43.8867587305515,43.8867587305515,46.4892436211675,46.7732094624149,47.6973663562691,49.0068832563275,50.4658597263091,51.621163994357,53.6904372230164,53.3597825765606,53.4634771842906,53.8326651138225,53.4116341847216,53.6973091223484,54.7128052965357,56.9182450527662,56.3263754116752,56.163144190202,56.163144190202,56.163144190202,56.163144190202
531,"CUW","Curacao",48.2040623336039,48.2040623336039,48.2040623336039,48.2040623336039,48.2040623336039,48.2040623336039,48.2040623336039,48.2040623336039,48.2040623336039,48.222425167436,45.61185339995,49.0687705476965,49.3619973462984,50.1474591869356,51.2944226948759,47.3902868102104,49.05679391126,49.9641185513833,50.8831518538604,52.0275162041684,51.6547239011398,48.7497034551128,50.0618415745063,51.2877730373127,50.4431434030346,50.4431434030346,50.4431434030346,50.4431434030346
