"code","iso","country","VOE.ind.1995","VOE.ind.1996","VOE.ind.1997","VOE.ind.1998","VOE.ind.1999","VOE.ind.2000","VOE.ind.2001","VOE.ind.2002","VOE.ind.2003","VOE.ind.2004","VOE.ind.2005","VOE.ind.2006","VOE.ind.2007","VOE.ind.2008","VOE.ind.2009","VOE.ind.2010","VOE.ind.2011","VOE.ind.2012","VOE.ind.2013","VOE.ind.2014","VOE.ind.2015","VOE.ind.2016","VOE.ind.2017","VOE.ind.2018","VOE.ind.2019","VOE.ind.2020","VOE.ind.2021","VOE.ind.2022"
36,"AUS","Australia",23.17361231725,23.17361231725,23.17361231725,23.17361231725,23.17361231725,23.17361231725,23.17361231725,23.17361231725,23.17361231725,14.7483878636749,11.7552726279484,11.8761327591915,21.035157679185,21.5362836800025,15.587078173168,18.3948107847747,17.3049694922691,18.659185610258,16.7980407535273,15.8691537920591,14.8188885286805,17.1519076993987,17.9619487755609,18.5748893405043,18.4645145309997,18.4645145309997,18.4645145309997,18.4645145309997
40,"AUT","Austria",45.1060986191896,45.1060986191896,45.1060986191896,45.1060986191896,45.1060986191896,45.1060986191896,45.1060986191896,45.1060986191896,45.1060986191896,51.1603402429135,51.7533686966157,56.5848739300442,53.9446297667525,48.3216453644486,48.7470873425767,52.8922594222943,49.1964134758336,48.9726456229192,51.1520930593982,53.441068676396,47.946534444268,49.2055761886815,48.5623154353589,49.7523482519869,50.2632385319247,50.2632385319247,50.2632385319247,50.2632385319247
31,"AZE","Azerbaijan",44.1812182632286,44.1812182632286,44.1812182632286,44.1812182632286,44.1812182632286,44.1812182632286,44.1812182632286,44.1812182632286,44.1812182632286,40.6116027174711,41.9315643588683,34.3405809765509,34.6266526142426,41.2007522957453,41.4631781990145,32.6266601238882,39.2634994761146,38.3484784368826,40.5759085139192,37.9944995350163,35.7721816201664,40.6595496697473,39.95520317124,42.0889942108904,42.6943636037493,42.6943636037493,42.6943636037493,42.6943636037493
44,"BHS","Bahamas",76.9591681602657,76.9591681602657,76.9591681602657,76.9591681602657,76.9591681602657,76.9591681602657,76.9591681602657,76.9591681602657,76.9591681602657,79.4406865791732,78.571248803384,79.4530152590516,78.3015540724002,80.0613640841233,79.7622196956175,76.329180707226,76.8179029120991,78.7320461131417,79.6948412912601,75.8519017668768,73.6827107675882,77.9767012325298,85.720053574646,86.4049545562765,86.2285158136003,86.2285158136003,86.2285158136003,86.2285158136003
48,"BHR","Bahrain",29.2784454846128,29.2784454846128,29.2784454846128,29.2784454846128,29.2784454846128,29.2784454846128,29.2784454846128,29.2784454846128,29.2784454846128,28.4416424642988,27.7631163748236,26.4164292715762,27.9193864111959,28.2102103148795,29.3499647960018,23.6980197370513,28.8470484629499,27.1475226835931,27.656389357964,27.1498120743488,26.7457721234602,25.616960381766,24.1387190109706,25.0229416429529,25.9191852110794,25.9191852110794,25.9191852110794,25.9191852110794
50,"BGD","Bangladesh",16.0000932797288,16.0000932797288,16.0000932797288,16.0000932797288,16.0000932797288,16.0000932797288,16.0000932797288,16.0000932797288,16.0000932797288,17.8866165283343,17.6172520989712,14.5898281461608,13.0920249471599,17.2599174714282,16.6519067254734,17.0280550363584,14.2473071043385,16.1066798406853,16.7512454666202,12.5237872716187,13.148504681089,15.1947164953063,18.6130551374657,14.079134535176,15.4711223857394,15.4711223857394,15.4711223857394,15.4711223857394
52,"BRB","Barbados",95.2577218758169,95.2577218758169,95.2577218758169,95.2577218758169,95.2577218758169,95.2577218758169,95.2577218758169,95.2577218758169,95.2577218758169,95.5307939045607,92.9967909174407,94.7069883166919,95.2847755148862,95.4271409644805,96.1850885292001,93.4968951703673,94.6645579552304,94.907283692724,95.1675128511952,96.5053193337248,95.4112286440447,93.5103595361263,96.8850758301644,97.6325573747241,96.8889924214187,96.8889924214187,96.8889924214187,96.8889924214187
112,"BLR","Belarus",66.1357632713524,66.1357632713524,66.1357632713524,66.1357632713524,66.1357632713524,66.1357632713524,66.1357632713524,66.1357632713524,66.1357632713524,67.1158468703676,65.5695979847476,66.9463884345662,68.2507050485757,69.3236925550052,65.7183903730392,60.9400540476219,65.4382966239334,66.4935051261554,64.1125947122384,63.4253138703181,62.9478411214652,64.8625874549048,70.2143072097603,66.0693958437609,65.5062449472904,65.5062449472904,65.5062449472904,65.5062449472904
56,"BEL","Belgium",56.26533552753,56.26533552753,56.26533552753,56.26533552753,56.26533552753,56.26533552753,56.26533552753,56.26533552753,56.26533552753,60.7017479951373,59.4927377149924,62.6508577697596,64.7180352320731,64.0876985876863,61.6005733226678,62.9724241387194,64.4254529123816,65.3619649900363,63.920057772285,64.6081106386047,66.1310382097753,66.526619759987,65.569787235781,66.4798080273961,66.9548681788673,66.9548681788673,66.9548681788673,66.9548681788673
84,"BLZ","Belize",21.9395467604523,21.9395467604523,21.9395467604523,21.9395467604523,21.9395467604523,21.9395467604523,21.9395467604523,21.9395467604523,21.9395467604523,25.4220943407933,19.8297378714642,23.7642451434525,20.7739338638592,25.2975582871855,23.0041920121676,19.4082831091843,20.2982212406243,19.9651240306167,20.9532954219945,22.4542176331932,21.2416753839762,16.6004563118045,16.2940911754024,20.7760107957187,21.1736936057604,21.1736936057604,21.1736936057604,21.1736936057604
204,"BEN","Benin",24.1343389229798,24.1343389229798,24.1343389229798,24.1343389229798,24.1343389229798,24.1343389229798,24.1343389229798,24.1343389229798,24.1343389229798,24.6150788005247,25.9298200728247,25.9007919818303,27.7020357791315,26.4967468667238,29.2591554936651,26.0808768381488,26.2649456750392,25.9484712566214,25.6841733866408,23.7117891032569,21.3481719180004,14.2354148236568,16.0137385705765,20.8257909355406,21.2578264043865,21.2578264043865,21.2578264043865,21.2578264043865
60,"BMU","Bermuda",92.580396067818,92.580396067818,92.580396067818,92.580396067818,92.580396067818,92.580396067818,92.580396067818,92.580396067818,92.580396067818,93.4072184053123,92.7125124402724,93.274682243966,94.1896478765045,94.370548074752,95.1516067041731,94.2872997578241,94.963769911367,94.7288834906841,95.4148116287913,95.0431482916647,94.6580635247687,94.0569016927789,96.6089183388712,97.0803906940502,96.9176129428832,96.9176129428832,96.9176129428832,96.9176129428832
64,"BTN","Bhutan",10.8089853037635,10.8089853037635,10.8089853037635,10.8089853037635,10.8089853037635,10.8089853037635,10.8089853037635,10.8089853037635,10.8089853037635,11.6136317656131,8.41945653845907,5.53864850520883,6.72223290684632,11.6606569475198,11.2114514725181,10.0759219378226,9.75498344988081,11.2864948615673,11.3645643947192,9.90901043903099,11.3903885465066,13.6556785343452,14.5303961076621,12.8605097238468,13.0008649669917,13.0008649669917,13.0008649669917,13.0008649669917
68,"BOL","Bolivia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,"BIH","Bosnia and Herzegovina",33.3190320386496,33.3190320386496,33.3190320386496,33.3190320386496,33.3190320386496,33.3190320386496,33.3190320386496,33.3190320386496,33.3190320386496,38.7677829646304,38.8960893071689,40.7031028551825,40.5459810715689,35.4928960021498,35.2335126276847,39.3793857703392,31.4195248457329,29.0409751760683,36.8825610636981,43.2000842220256,35.2035332903956,38.3520111531902,30.6219100609019,35.3162047475931,34.0981152001649,34.0981152001649,34.0981152001649,34.0981152001649
72,"BWA","Botswana",14.071633359294,14.071633359294,14.071633359294,14.071633359294,14.071633359294,14.071633359294,14.071633359294,14.071633359294,14.071633359294,14.232670031574,10.8291418352579,13.8224002350419,14.8268132616397,12.610659420512,14.254531439283,9.03071342024005,10.2517023373673,9.98222998043939,13.2907655754365,12.6052920059837,7.19848084369869,12.2784457109103,17.413941744165,12.9248552147612,12.3782575263113,12.3782575263113,12.3782575263113,12.3782575263113
