"code","iso","country","PBD.ind.1995","PBD.ind.1996","PBD.ind.1997","PBD.ind.1998","PBD.ind.1999","PBD.ind.2000","PBD.ind.2001","PBD.ind.2002","PBD.ind.2003","PBD.ind.2004","PBD.ind.2005","PBD.ind.2006","PBD.ind.2007","PBD.ind.2008","PBD.ind.2009","PBD.ind.2010","PBD.ind.2011","PBD.ind.2012","PBD.ind.2013","PBD.ind.2014","PBD.ind.2015","PBD.ind.2016","PBD.ind.2017","PBD.ind.2018","PBD.ind.2019","PBD.ind.2020","PBD.ind.2021","PBD.ind.2022"
36,"AUS","Australia",53.6251752720183,54.4161239580963,55.5195726864075,56.6486399897544,57.8466202783289,58.944340117809,59.9533189558197,60.7736928432578,61.7437828870696,63.2134474202268,64.5873706839039,65.7743331512457,66.5836624286174,67.5276999706039,68.860759841627,70.0480746372467,71.0804252566925,72.3434142782529,73.3037269555475,73.8870322005686,74.4804962485601,75.629277986824,76.2184075645006,76.2902568761406,76.3547271917218,76.3547271917218,76.3547271917218,76.3547271917218
40,"AUT","Austria",70.057697339255,70.2002887371395,70.8459781491438,71.3401887182047,71.9429522892784,73.0359567902477,74.2555338196575,75.1184206245679,76.092665146202,77.5802754876905,78.6308291502068,79.8001936042138,80.6547010112929,81.5660381409934,82.2058156039666,83.2053937492046,84.0014529745854,84.6897986031503,85.5090126449044,86.3807558742459,87.0682432111971,88.1060746620353,89.2944280611624,90.0133913042081,90.7200228433291,90.7200228433291,90.7200228433291,90.7200228433291
31,"AZE","Azerbaijan",37.0804116101955,37.0145831004438,37.1424555866742,37.0212072017096,36.7908202099774,36.5524593854135,36.5450759529055,35.9793327398245,35.181619225492,34.7342891997081,34.3116837083555,34.4259608072197,35.0105991068378,35.263332513468,35.6790240372692,36.0330351499642,36.2640745300528,36.4442255325421,36.8477202545413,37.0190768137945,37.4085821900489,37.6551020576331,37.9361017256127,39.4690066854487,40.3603870125011,40.3603870125011,40.3603870125011,40.3603870125011
44,"BHS","Bahamas",55.455446432068,55.1253418155663,55.6535214375309,55.8579798511729,55.3598757488305,56.4495303205587,56.0808181946386,56.8208511068822,57.6538981987564,57.7842614060944,59.2061925488681,59.506728029305,60.6677479782936,60.765823851484,60.6345201117414,61.1158248241851,61.7236186607085,62.5702635523744,63.4426006086931,63.9124461839714,64.1918677909707,64.6730606244818,65.2520495429571,65.7302165358806,66.2868575898939,66.2868575898939,66.2868575898939,66.2868575898939
48,"BHR","Bahrain",34.783569812088,34.9593587592412,35.5312163838794,36.1019392460964,36.7796891705718,39.8912848104309,43.1812224511789,41.4300049620343,40.0365556714744,40.8324746574418,42.1018571502342,43.65612704944,45.1074817601128,46.4752310935144,47.8409211574869,49.0677335361671,50.25606431617,51.4832388360219,53.5782525853388,55.5855614878984,56.4593191877396,56.8168212260432,56.9673945661778,57.5796983760493,57.994260703642,57.994260703642,57.994260703642,57.994260703642
50,"BGD","Bangladesh",13.2390511656079,13.5657305262811,13.9551571456816,14.0834043174328,14.0271195465683,13.3495597812409,13.3029555977372,12.8458176104424,12.371955842294,12.2557018978074,11.8318747221767,11.4503209124661,11.789721745289,12.7012823109896,13.4498274371508,14.0627091659924,16.2013026263614,18.0683819343272,19.0966383103219,19.6319856362056,20.4949447260075,21.2833280185085,21.3076849811091,22.0098858614815,22.7663349688068,22.7663349688068,22.7663349688068,22.7663349688068
52,"BRB","Barbados",54.2045757174256,54.6798613768154,55.1124095105803,56.3211912341733,58.0511419646399,58.7655365025598,60.1306244021294,60.2057129619745,60.2862643031636,61.019495573829,62.2412536609438,62.6686292782613,63.2525075745636,64.1519150834796,65.4255131784731,66.0610738994569,66.6344496492847,67.3472380117752,67.6380048745572,68.022562129897,68.518097045544,69.0229094306718,69.4856609027277,69.7638733164531,69.6284413738417,69.6284413738417,69.6284413738417,69.6284413738417
112,"BLR","Belarus",49.9012843311494,49.6733030227716,49.0610930405319,48.2604248022055,47.4013510882036,48.2181222651232,46.7969362106133,45.3206272959149,45.7015278174233,46.2061778351798,45.7052763084589,46.6510160050264,48.12348340271,48.4048976357345,48.7246451996464,48.8295308497559,48.8724186070528,52.0248027987442,52.8998189384583,53.647489863053,54.7577207861249,55.4296882829601,55.7530753845939,56.5548766114411,57.0263405517326,57.0263405517326,57.0263405517326,57.0263405517326
56,"BEL","Belgium",46.829844234258,47.3459982573918,47.9895619591503,48.3863257457219,48.8850715028056,49.6401413942858,50.5718395035802,51.1681015581778,51.971311611193,53.3949236826858,54.4589668194494,55.7475294875723,56.5814145915117,57.1096170767509,58.477838414656,59.7489467958321,60.7701722227384,61.5807001450003,62.5679948410829,63.9099768929257,64.4897679822839,65.5185011753689,65.8933981177338,66.3094879308967,66.6480917321618,66.6480917321618,66.6480917321618,66.6480917321618
84,"BLZ","Belize",41.8426321824162,40.8076728074578,39.500353305942,38.4008660709821,37.4946987529361,37.2589390560494,40.1267755233587,42.0952022231947,43.2666811640447,44.0096890882242,45.1279541852368,45.8194876915002,46.7956243282465,48.1440342156641,48.4575829534912,48.8835144100051,49.7429696061908,50.695938954331,51.1433217151026,51.2643304441523,51.6212092616579,52.4016537148753,53.0851856701386,53.2135162573564,53.7645056076717,53.7645056076717,53.7645056076717,53.7645056076717
204,"BEN","Benin",32.240018779859,31.7972308218436,31.7090847241111,31.522931760547,31.3545831300151,31.1217423197154,31.2674187936719,31.3194517945394,31.5772020961104,31.8692168505031,32.1873905267716,32.3810472321916,32.680169905093,32.7287030596432,32.7038148672216,32.7343079953661,32.7886316847879,33.0194073604829,33.4057201677179,33.8529696274343,34.0917059221792,34.6189128377896,35.0088069266645,35.7279364311556,36.2069092808719,36.2069092808719,36.2069092808719,36.2069092808719
60,"BMU","Bermuda",59.4233807036458,59.5439404186332,61.3678560682183,62.5120410778316,63.1222998825242,63.9125427227219,65.48106416916,66.878086708236,68.1770233914218,69.217815586876,70.2033982920893,71.0054585055999,72.1631671292146,73.4493148732954,74.6885562516792,75.8933926915395,76.465701673265,77.1778173454765,77.7486482371432,78.4577582444336,79.2257926805236,80.048058851397,80.8865781636313,81.7331942019496,82.641707852541,82.641707852541,82.641707852541,82.641707852541
64,"BTN","Bhutan",31.886237752219,32.377838917815,32.4601417576432,32.6546367384302,33.2318796322038,33.2228251978559,33.6831210127913,34.1860073163374,34.4670018950236,34.8955728216757,35.2710954100473,35.7378494020289,36.1432321519311,36.5806869889024,36.9651052234745,37.4665905165469,38.0109744984671,38.5701963167628,39.1391124677974,39.7126230339123,40.2575418183312,40.8814794569442,41.4830429239278,42.0523555309607,42.6409294047185,42.6409294047185,42.6409294047185,42.6409294047185
