"code","iso","country","USD.ind.1995","USD.ind.1996","USD.ind.1997","USD.ind.1998","USD.ind.1999","USD.ind.2000","USD.ind.2001","USD.ind.2002","USD.ind.2003","USD.ind.2004","USD.ind.2005","USD.ind.2006","USD.ind.2007","USD.ind.2008","USD.ind.2009","USD.ind.2010","USD.ind.2011","USD.ind.2012","USD.ind.2013","USD.ind.2014","USD.ind.2015","USD.ind.2016","USD.ind.2017","USD.ind.2018","USD.ind.2019","USD.ind.2020","USD.ind.2021","USD.ind.2022"
31,"AZE","Azerbaijan",20.7321090025819,21.2571756137174,21.671111271258,22.0077119326503,22.8854284427418,24.0181873025492,26.1251142726816,28.5483381112332,30.9200605888421,32.957990636088,35.4654648137653,37.7199905471235,39.6200763689081,40.9859751362312,41.9826801641558,42.7365317050788,43.174635268915,43.5271157852897,43.6353853143665,43.7567060769921,43.8122857949141,43.6647257208324,43.6860128385107,43.9872117589515,44.2810237183981,44.2810237183981,44.2810237183981,44.2810237183981
44,"BHS","Bahamas",51.8016503211297,52.7812847539752,53.8341478596483,55.2701690203317,56.769770282371,58.4207376723423,59.4002907776258,59.9113290774644,59.8392459218862,60.2895389726088,60.9828190009799,61.7334568886999,62.3676088787472,62.9345132016943,63.5037026171312,64.2813656162926,64.8264692566384,65.0299804353906,65.4259045188331,65.471743798531,65.5287758083592,65.436645782549,65.3797426552186,65.5671766424102,65.7923340039817,65.7923340039817,65.7923340039817,65.7923340039817
48,"BHR","Bahrain",54.1484686126256,54.7597803281457,55.0863343972714,55.5101225338258,55.7791043929921,56.1459883498652,57.0635410338127,57.8346623601308,58.2310993339654,58.8798215289755,59.2173927584774,59.7359451418149,60.1933994880692,60.7023225200427,61.5781757216898,62.0316126209139,62.3626893001104,62.7044614310073,62.9443313276409,63.50870830939,64.1465492159935,64.3607031901016,64.7779737595888,65.7005246444108,66.5403356499205,66.5403356499205,66.5403356499205,66.5403356499205
50,"BGD","Bangladesh",6.93937669133788,8.34574584647339,9.80069979596428,11.2159385727983,12.5354909645319,13.5719138181256,14.6670043597784,15.6169243902369,16.6449565484534,17.6227912445979,18.3859069336473,19.168428110409,20.0701425680277,21.2684126502655,22.1596654421863,22.972022223048,23.9396100395023,24.8229735369358,25.3286258658544,25.7867258509071,26.1653119201433,26.4710856137139,26.6485335391475,27.3615022363913,28.0204875548638,28.0204875548638,28.0204875548638,28.0204875548638
52,"BRB","Barbados",50.6219200133103,51.0546182706162,51.5321957379629,52.0226826609832,52.5175384960422,52.9003760485554,53.492069954254,53.9773702962033,54.4012099724959,54.9349228428782,55.3506869169726,55.7041739160271,55.9340476350823,56.2932331719766,56.6766802292692,57.0090349894244,57.3869924446884,57.8703480762735,58.3150945487008,58.4950193320713,58.5258516141165,58.397944405706,58.2323581101208,58.2731966074143,58.3125084674945,58.3125084674945,58.3125084674945,58.3125084674945
112,"BLR","Belarus",50.678213353181,51.0622033156743,51.2790928021468,51.4160111121228,51.7569010994051,52.5045057164031,53.0857261779881,54.0856539247881,54.8694834136112,55.6396531736297,56.3158232143575,56.8528981865558,57.3682704666702,57.867018676897,58.1463822626493,58.3817334045059,58.6591097132477,58.8631627170154,59.0784543131878,59.3373916309119,59.6028665316228,59.7492782069435,59.8905677810069,60.0805114569593,60.2192095934145,60.2192095934145,60.2192095934145,60.2192095934145
56,"BEL","Belgium",86.4314688716096,86.9724986750612,87.3158121486712,87.482324390367,87.5809226902831,87.6056206021277,87.7755053186937,88.755281930312,88.5096217114896,88.4501747503287,88.4661917351403,88.6351199618275,88.8168001030559,88.9759929692207,89.2396259708369,89.6978050752437,90.3025592489444,90.9800444277041,91.5396717424336,92.1672233176097,92.4681409503981,92.7974819540237,93.1626456914613,93.7614973687976,94.5403306393907,94.5403306393907,94.5403306393907,94.5403306393907
84,"BLZ","Belize",33.1932041377381,33.6333227960731,33.8693010012543,34.3541938685345,35.2612898496449,36.2738504633009,37.4391089904247,38.4975550331562,39.1478068890729,39.8554686523831,40.5392946891712,41.2547905595898,42.0068375631729,42.7476883536003,43.2945184493007,43.8915189356019,44.5577893631309,45.3143935582199,45.7920634748149,46.113761356688,46.4483263882911,46.6462417878349,46.8526743778753,47.0988766653032,47.3402124175716,47.3402124175716,47.3402124175716,47.3402124175716
204,"BEN","Benin",0.720340972641523,0.822284243660533,1.49127657322363,1.89599532464582,2.34107046244603,2.86450571106128,3.67115792112634,4.03671575484591,4.82278494077707,5.35501269274073,6.20496022715152,6.8551742153082,7.58675412913674,8.19846902588765,8.62786072830444,9.072949433996,9.55536609759478,9.82189938428515,10.1659295540589,10.6073739187017,10.6258689245047,10.8730304617078,11.1199216765944,12.4928486394617,13.2704772647589,13.2704772647589,13.2704772647589,13.2704772647589
60,"BMU","Bermuda",58.7487783416947,59.0837109474987,59.5489046708464,60.0822677170053,60.7464073215815,61.1326508319538,61.4909207221169,61.8836546950089,62.4477830217001,63.163659839694,63.8834935042045,64.6373277941388,65.1733802573656,65.7357862618965,66.5699281016433,67.3929601556814,67.9235612481367,68.3977760450932,69.0398971169395,69.5835891937441,69.784231018741,69.7261281929557,69.7485157749147,69.9631393071605,70.2199903590557,70.2199903590557,70.2199903590557,70.2199903590557
64,"BTN","Bhutan",10.5061912860379,11.2485291071157,12.0577434425177,13.0158997909727,14.628250069452,15.2385731806035,16.1667719578376,17.4699277919492,18.3826335731237,19.5092850816891,20.8217547032835,22.244123290848,22.1347221676104,23.0466188424022,24.0440748514329,24.889953708906,25.7561235171563,26.7090922296972,27.361575496531,27.9905866688321,28.6536174941092,29.1987029471706,29.560860743613,30.1544644558742,30.8054050657857,30.8054050657857,30.8054050657857,30.8054050657857
68,"BOL","Bolivia",21.2275538989995,21.7277518870086,23.1236001860835,23.7372676479836,24.1481735339656,25.2717648797662,26.4246186474473,27.6068276412836,28.7899603694857,30.0339764982578,30.9744692133371,32.117179408992,33.1998965960959,33.9934905468617,34.6769568741922,35.6187033326698,36.7047045455021,37.5780937495959,38.1435659376717,37.6549405146507,38.6935298230031,40.4199426103735,40.6957017435093,41.5872502915632,42.4782271585867,42.4782271585867,42.4782271585867,42.4782271585867
70,"BIH","Bosnia and Herzegovina",46.899511345738,47.9264542989634,49.54354177517,51.2367021686715,52.7592152494458,54.0225517044754,55.2460570770514,56.4598217504231,57.5705587018677,58.2829822639261,58.954506491205,59.5918334563244,60.3574575390692,61.1235543391553,61.8901340499156,62.7318905649329,63.4606781546982,63.9662405376434,64.5350207344074,65.1104150539823,65.5893174368459,65.9464606798743,66.4042214158706,67.0359041296364,67.7687513406191,67.7687513406191,67.7687513406191,67.7687513406191
72,"BWA","Botswana",7.50335056594271,7.97384730234907,8.40865407614942,8.1796455238417,8.33011400825409,8.50579973216611,8.76071223775926,9.28397002000001,10.0673726866774,10.7360169381175,11.2563135688787,6.10372194569236,13.0792940689172,14.008090423475,14.7840145878684,15.6627311776157,16.5526920756041,17.4600411915783,18.4065778998739,19.0837603269901,19.7268482868968,20.3487392761295,20.5915081288676,21.2965168298932,21.8983820858107,21.8983820858107,21.8983820858107,21.8983820858107
76,"BRA","Brazil",21.7386999191409,22.9688469779842,24.2007297254049,25.2443986893277,26.5322045976803,27.9715019789061,28.9869336161807,29.9357917850638,30.9129879557206,31.9631828626955,32.987533951144,34.3077790059926,35.6310191502644,36.9951560270968,38.3099949414934,39.6151852382763,40.822629990955,41.923173111508,42.9856899562112,44.2574006475652,45.1975342693764,45.8317127430743,46.4291191426388,47.0016581698604,47.6601409839366,47.6601409839366,47.6601409839366,47.6601409839366
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",79.3899278113214,80.440613617673,81.434766189822,82.6261579411843,83.6816007188391,84.7368721749933,85.9968669422726,87.378239369979,88.1634604448713,88.8854151104232,89.48264841341,90.1250695242193,90.4555527702315,90.741342466148,90.8626705347397,90.9649140632297,90.9789650091009,91.2328956573495,91.2987587280842,91.4985602052272,91.8226162685441,92.204426972657,92.7828597452261,93.5155881120776,94.2840174459135,94.2840174459135,94.2840174459135,94.2840174459135
100,"BGR","Bulgaria",78.8318508106036,78.887795375786,78.5385468384686,78.0196340824656,77.3838036101057,77.0945402742824,77.4106963103388,77.3338510469031,77.5132219179101,77.6838539140747,77.8882342295694,78.1151172269711,78.4299044866927,78.6998879509775,79.2949371867404,79.9260435768323,80.3762314316658,80.7304457895705,80.9845413299109,81.2970644535495,82.0004426187456,82.4205335288938,82.8295422488119,83.3997460148234,83.9968017255159,83.9968017255159,83.9968017255159,83.9968017255159
854,"BFA","Burkina Faso",0,0,0,0,0,0,0,0,0,0.58393208966973,1.25592137905558,1.88140338989975,2.84726838451297,3.31695675402722,3.99892550957225,4.71298240696004,5.36001198039911,5.83984233171651,6.34503821989571,6.73269605170221,6.7576697922251,6.5791607445357,6.49640700290196,6.97642292675221,7.66130093374015,7.66130093374015,7.66130093374015,7.66130093374015
108,"BDI","Burundi",0,0,0,0,0,0,0,0,0,0,0,0.461458078052573,1.0925309093183,1.92960665879396,2.49232476196974,2.39972204670858,2.51235018237449,2.63390999760635,2.88541909775428,3.04330378139861,3.56358764033598,4.45724356558109,5.09667420593374,4.98800725932378,5.36220968127179,5.36220968127179,5.36220968127179,5.36220968127179
132,"CPV","Cabo Verde",2.39535712208172,13.235066323803,15.5366138408375,17.2541970688555,18.6230956510663,19.9491647150471,21.1724286822326,22.3863140310646,23.7423502837905,25.0887604561649,26.4264307962931,27.5593709879585,28.8876599555116,30.2448867779109,31.457036976985,32.4344582979785,33.3703576154253,34.063887155239,34.6097894088729,35.0543895317223,35.6699599038747,36.0740958719078,36.303967863808,36.4605987354521,37.1457840605698,37.1457840605698,37.1457840605698,37.1457840605698
116,"KHM","Cambodia",9.18487663654049,9.93923861848032,10.5941794896885,11.249723213782,12.1138534574733,13.3811747717298,14.7178613844622,15.8622918736231,17.1940351685231,18.623666440123,20.1606087887672,21.6703345916341,23.179596411939,24.6803874922157,26.0727830095709,27.3312788692604,28.6328773930408,29.7201270412904,30.9250352556351,31.7970831578417,32.5983077969337,33.3756472997412,33.9323176200793,34.8948305548227,35.7802450516326,35.7802450516326,35.7802450516326,35.7802450516326
120,"CMR","Cameroon",0,0,0,0,0,0,0,0,0,0,0,0,0.0306592967827726,0.898637326184968,1.55210317055914,1.78511871732603,2.32167637251747,3.4545533985396,3.88504437803134,4.68777619181056,5.73900791885941,5.66995853896279,6.19493621005452,7.31495665964952,8.29576448195097,8.29576448195097,8.29576448195097,8.29576448195097
124,"CAN","Canada",78.2699295498782,78.8090341898846,79.3341492936775,79.8170071465617,80.2863428966422,80.5562847699008,80.8108270613926,80.9369195495695,80.7248674379576,80.5180156982776,80.4261398537895,80.3786958762315,80.1857568153772,80.2891950971867,80.5308902943962,80.9283621221591,81.509486699427,82.1622856658216,82.5333759706125,82.7672845293383,83.0288019561775,83.0413720107731,83.1180835565782,83.4199954194129,83.8576502892597,83.8576502892597,83.8576502892597,83.8576502892597
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,"TCD","Chad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,"CHL","Chile",54.1324928998969,54.8396565677837,55.7576689910548,56.5393355354388,57.4957072629835,58.5106068384345,59.5038563167718,60.5204225234119,61.4667195818644,62.4347302882444,63.2460659974489,63.8915681715729,64.3449382615081,64.7347429904227,65.1755200514725,65.8096509710044,66.4969860369239,67.180080363504,67.6403267565984,68.1047965463962,68.7317142528356,69.2210570655476,69.6299823488635,69.9601340767612,70.1016181116014,70.1016181116014,70.1016181116014,70.1016181116014
156,"CHN","China",33.3807159528848,34.3587488040315,35.5293582429796,36.5218167572651,37.6923783180525,38.9252223512009,40.3181091686384,41.7563949931276,43.1877016669796,44.7857330697352,46.6260969437864,48.7009820687434,50.697046346253,52.4549240265182,53.9713766856723,55.4831065598451,56.689281488249,57.6475074653866,58.4411623181132,59.226800984721,59.6984871206509,59.2320006185602,59.3434343333063,60.3247888240457,61.0400052868774,61.0400052868774,61.0400052868774,61.0400052868774
170,"COL","Colombia",35.2897897736847,36.508807232276,38.2185024145259,39.8000301953092,41.1270002428411,42.5708921647291,43.9906151806103,44.7949815996196,46.1172160895431,47.6508096290729,49.2209017439821,50.745909167164,52.3484584283903,53.8903938821262,55.4561218403008,57.1689495849943,58.7166829603447,59.7994150029394,60.6105568461921,61.403886592413,62.1562328270518,62.9271337958721,63.4539948001441,64.064869470093,64.6017621820435,64.6017621820435,64.6017621820435,64.6017621820435
174,"COM","Comoros",1.42533443250163,1.568184182531,1.68497807346729,1.1215964423417,1.89041202834144,0.561886255266316,3.12175951252193,2.97717212821718,5.03563757460344,5.70275567026708,6.31386493927245,7.56045712042992,6.456363567954,7.89023490700866,9.36674514031132,11.1106287857457,11.4049602312044,12.3593156633044,12.900386188673,11.7038446091762,12.0814104862541,12.5820157389502,12.8441885206728,13.9933945614795,14.9660771781385,14.9660771781385,14.9660771781385,14.9660771781385
184,"COK","Cook Islands",54.7124910978294,55.1210500781161,55.8507163192383,56.223686433394,56.6134712585158,57.2062481214124,57.7188067026128,58.2947547434568,58.9357494359134,59.5506888920493,60.1034563492566,60.8062852660687,61.4972364054005,62.8640307765206,63.2293906664667,63.5486289608949,63.9196647593544,64.3948703893165,64.847084736023,65.3146644035646,65.7438830078334,65.9466604397145,66.1380713598459,66.5440400405809,66.9536999112984,66.9536999112984,66.9536999112984,66.9536999112984
188,"CRI","Costa Rica",52.3247313301991,53.4546646237494,54.2824085507053,55.7152009924526,57.606273396809,59.4756211340065,60.7809688894611,62.9330831789846,64.9771557120566,67.2694490660403,69.7194958052322,72.012362157274,73.4790544216281,75.3182619093818,76.1440188840623,76.4855477348035,77.3082667381383,78.0375222291895,78.7779797361347,79.3034107744823,79.9871447717754,80.3159944990975,80.9778169130395,81.792376614049,82.495352289151,82.495352289151,82.495352289151,82.495352289151
384,"CIV","Cote d'Ivoire",3.47904140926315,3.79618908119095,4.05590276400049,4.39407146276498,4.86212851349275,5.46922585410842,6.26248313183315,7.25280558238801,8.06833856790146,8.6354158386776,9.2161603490066,9.27791304061239,9.98403836577734,10.7562100727046,11.4235954588523,12.1527772235349,12.9653251581191,13.1171164182274,13.1706695584546,13.4632059527467,13.7783437050594,14.7023355029218,15.5814879787086,16.5766765748213,17.7242659272034,17.7242659272034,17.7242659272034,17.7242659272034
191,"HRV","Croatia",67.4113625720987,67.8531942948368,68.4660768145255,69.3167036031935,70.0806319637337,70.8859357018118,71.7629278912103,72.6282316774366,73.4727021629212,74.0728065130403,74.6406869076617,75.2272845965631,75.8291294207974,76.4495472099241,77.0205878351482,77.4719611401862,77.8734614771448,78.3240264884711,78.6456439118052,78.9122853330278,79.2037062765865,79.4883652176102,79.9448106220022,80.350841207018,80.7038252114973,80.7038252114973,80.7038252114973,80.7038252114973
192,"CUB","Cuba",44.0902414307772,44.886113959632,45.4304068188276,45.9438848717237,46.6855728931188,47.6110318476217,48.398360633359,49.1765264119493,49.8325215857359,50.3601412924464,50.7459966199151,51.5688058751774,51.7421127327037,51.694922889252,51.7971764194253,51.9067316044701,52.2670282974132,52.4702045986279,52.9716787663396,53.2634833758085,53.6358076090399,54.202874280556,54.4465283939963,54.8364562859011,55.1295981998293,55.1295981998293,55.1295981998293,55.1295981998293
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",79.9997957211911,80.7726653786957,82.041400411514,83.5226559996216,84.9541535289108,86.337056550293,87.7354470218722,89.9167748953757,90.8540392235087,91.5566968861344,92.2720586911899,93.063896436207,93.7347191523707,94.3113556333536,94.7462476590071,95.1558793156511,95.4329825402603,95.6473614553619,95.8990841403441,96.0821344751301,96.1688629057486,96.2973520891299,96.5713135422342,96.9493540198244,97.4294881681661,97.4294881681661,97.4294881681661,97.4294881681661
203,"CZE","Czech Republic",86.2949736601159,87.4266608628134,88.2083745172346,88.9891934087113,89.7757030339001,90.5593028533157,91.2748675351406,91.9156522016039,91.9825385104931,92.0741879432188,92.1334213575248,92.1783835413056,92.1622233136735,92.1169761530919,92.0614721148738,91.9745666079262,91.7962915461975,91.6516923190014,91.5698259526553,91.4563574548931,91.3934822832446,91.585308112205,92.0972942210802,92.7977487227288,93.4776828619012,93.4776828619012,93.4776828619012,93.4776828619012
180,"COD","Dem. Rep. Congo",3.2617940670757,2.33202645634979,1.46735163051099,0.40832250522574,0.150352846559215,0,0.188529899584012,0.615028027155404,0.927059500300999,1.59689964010832,1.99105744635716,2.29098438888072,2.51137520487802,2.89202945200292,3.25948583793833,3.89371483353025,4.61317572198315,5.50347710334263,6.63974852133478,7.68912713563775,8.84991258112497,9.98608833904001,11.2479401818493,12.6024126117361,13.8628143394297,13.8628143394297,13.8628143394297,13.8628143394297
208,"DNK","Denmark",92.4999486761163,93.2193168356282,93.9094649495861,94.4699617145622,94.7817837737996,95.1692380729095,95.4893315133012,96.4964650295159,96.5554473182659,96.6184204647325,96.6031943618189,96.5600556279724,96.4546006903035,96.4965208979416,96.4497701705702,96.5404018539949,96.8435325444391,97.2239466569252,97.6228381068878,98.0127562720348,98.4070688717255,98.7555963054535,99.1368964207397,99.5361128015923,99.9397511449688,99.9397511449688,99.9397511449688,99.9397511449688
262,"DJI","Djibouti",0.520154924010413,1.41841791494335,1.96235174230441,3.02891020996529,3.86735445372966,4.56274233049147,5.66960116343456,6.99622675127479,8.21599550692626,8.86733770911219,10.3587557865531,10.9222195437194,11.4906320057236,12.4173005271962,13.2461374188264,13.2354119255072,14.2220032892032,14.7073075066941,15.1032835522202,16.1707732421255,16.6409611345806,16.8409464282911,17.1240225030299,17.8725673155495,18.5974249156594,18.5974249156594,18.5974249156594,18.5974249156594
212,"DMA","Dominica",42.4195039175144,43.1229979276538,43.7402914949944,44.3968579780296,45.2461814412608,46.1163423831236,47.0323371869274,47.7162197116559,48.3929897532393,49.0804487652626,49.8927916913214,50.3194150430354,50.4133843325459,50.863382611071,51.2231685750649,51.6838398143655,52.0874995464422,52.5456503981499,53.1063040691608,53.5379596302188,53.7329867317281,53.7543723145501,53.643596534134,53.5801578744031,53.6716734984062,53.6716734984062,53.6716734984062,53.6716734984062
214,"DOM","Dominican Republic",17.839948137487,19.1766541746552,20.2781923870322,21.5723982357697,23.1834673980483,24.4644698617992,26.3341431905296,28.2765656675478,29.6732250465723,31.0664773562919,32.967529988602,35.0243707566242,36.5783096837453,38.068620607534,39.1221051393001,39.807834593391,38.457122556173,38.2430425928541,40.6272416759276,41.5181328938221,41.8605658092715,42.2545555581601,43.2378824818448,43.9599762205644,44.6939557456971,44.6939557456971,44.6939557456971,44.6939557456971
218,"ECU","Ecuador",28.118869169604,29.2017974963525,30.7935336010739,32.2214211151423,33.6210452681288,35.139255579843,36.8851539088427,38.0497890766649,39.0232761817768,40.0139783250812,41.0004719779166,42.4426616686847,44.3285534689404,45.6289915657546,46.4180354024875,47.3543653897099,49.2536672916053,51.0469431223191,52.3059369224809,52.8484887411942,53.4486035549446,54.2405065586387,54.6657385908916,55.1909652280122,55.6212292194156,55.6212292194156,55.6212292194156,55.6212292194156
818,"EGY","Egypt",14.825255547481,16.2181370126695,17.0941757404192,17.7263511510617,18.4176353071912,19.3770598729301,19.9967920196664,20.5208690201004,20.9396874331742,21.7864868810065,22.4760965307579,23.20365364443,23.3300917568954,23.730804880813,24.5640524301554,25.5166603678236,26.363252966386,27.1224062051791,27.3778508844011,28.8874605528666,30.4159900818448,32.3566435015574,33.846020169643,35.3786544768121,36.7000250713404,36.7000250713404,36.7000250713404,36.7000250713404
222,"SLV","El Salvador",18.3949785078746,19.5076436710404,20.7538844632176,22.1590452189038,23.9059381165841,25.7448379157693,27.5287464050585,29.111913754385,30.5959026277476,31.9718371744612,33.4600662374144,35.0609768878801,36.3899050778362,37.4627822771996,38.1321916915074,38.9445732484321,39.600449894755,40.2000977853862,40.6404531505808,41.0110087607428,41.4339741457041,41.8165210100392,42.0527841897907,42.5684185558486,43.0738329645045,43.0738329645045,43.0738329645045,43.0738329645045
226,"GNQ","Equatorial Guinea",0,0,0,0,1.39958870336956,4.68432037077409,7.64816571243232,10.4788779546419,13.096325410749,15.2251559564602,16.2777641960356,19.0564335166885,21.102815556087,23.3042575339669,24.8451798877628,26.6770657291944,28.3280519900732,30.2901493755441,32.159678303465,33.7385495742428,35.2815138357289,36.3460442434503,37.1966388966562,38.0725926555152,38.5664246088183,38.5664246088183,38.5664246088183,38.5664246088183
232,"ERI","Eritrea",0,0,0,0,0,0,0,0,0.0726669120209777,0.104941683197751,0.450527335329397,0.768870588043214,1.03656710027977,1.24893050551665,1.74600174750603,1.9275567551946,2.35670496322518,2.84672963164667,3.06111640307925,3.76231095558467,4.11988760548121,4.49211136899387,4.95057156892423,5.72940287788906,6.30775819858523,6.30775819858523,6.30775819858523,6.30775819858523
233,"EST","Estonia",58.7461476497486,59.2549965949642,59.5293016354126,59.9291418770874,60.4411855408477,61.1589217076653,61.5767703855113,61.8358120174671,62.2413956098831,62.6842534961479,62.9180221776005,63.0993858241422,63.2443609326741,63.5972026166692,63.7204262511178,63.8516680453538,64.3169939259916,64.551605195282,64.8438330582294,65.1496417340895,65.3859667746195,65.4269002056174,65.5046273615607,65.7971199305614,66.1068596524812,66.1068596524812,66.1068596524812,66.1068596524812
748,"SWZ","Eswatini",6.94445588624201,6.84394753325853,6.70747085561798,6.44772957483713,6.23260159871776,5.57862968715214,4.44027549398965,5.80166289181685,5.39987827914317,5.31725933258069,5.7248791814114,6.02948920926224,6.21957765075483,6.48138268078519,6.81380862754625,7.40079393381514,8.14031417129155,8.95075914396186,9.75326313391612,10.3446339019673,11.2279421631573,11.8609353298233,12.1263363949868,12.7293700348585,13.2198656005941,13.2198656005941,13.2198656005941,13.2198656005941
